key,item,date,price,customer
ORD-088,Latte,24-02-25,13,CUST-883
ORD-089,Latte,24-03-18,12,CUST-227
ORD-090,Coffee,24-04-09,6,CUST-182
ORD-091,Tea,24-10-27,11,CUST-436
ORD-092,Espresso,24-06-30,7,CUST-670
ORD-093,Tea,24-11-03,15,CUST-444
ORD-094,Cappuccino,24-11-29,13,CUST-666
ORD-095,Mocha,24-08-01,12,CUST-944
ORD-096,Tea,24-07-27,17,CUST-472
ORD-097,Coffee,24-10-16,12,CUST-177
ORD-098,Espresso,24-11-03,16,CUST-646
ORD-099,Espresso,24-06-01,13,CUST-347
ORD-100,Sandwich,24-12-20,6,CUST-380
ORD-101,Coffee,24-08-23,10,CUST-093
ORD-102,Sandwich,24-05-13,18,CUST-921
ORD-103,Tea,24-08-05,8,CUST-436
ORD-104,Coffee,24-11-18,18,CUST-399
ORD-105,Latte,24-10-05,18,CUST-766
ORD-106,Espresso,24-02-04,5,CUST-030
ORD-107,Cake,24-02-10,5,CUST-962
ORD-108,Sandwich,24-12-14,14,CUST-772
ORD-109,Sandwich,24-01-19,13,CUST-880
ORD-110,Coffee,24-09-23,14,CUST-428
ORD-111,Cappuccino,24-08-20,16,CUST-506
ORD-112,Espresso,24-08-25,16,CUST-601
ORD-113,Mocha,24-09-23,2,CUST-616
ORD-114,Sandwich,24-10-05,6,CUST-830
ORD-115,Cake,24-12-01,15,CUST-583
ORD-116,Tea,24-10-17,3,CUST-967
ORD-117,Tea,24-06-24,5,CUST-993
ORD-118,Tea,24-06-18,15,CUST-487
ORD-119,Cake,24-06-30,10,CUST-094
ORD-120,Latte,24-12-24,13,CUST-951
ORD-121,Mocha,24-08-03,13,CUST-649
ORD-122,Espresso,24-10-08,15,CUST-898
ORD-123,Sandwich,24-10-27,17,CUST-812
ORD-124,Mocha,24-10-15,8,CUST-660
ORD-125,Coffee,24-03-30,7,CUST-353
ORD-126,Mocha,24-03-06,10,CUST-583
ORD-127,Mocha,24-11-02,17,CUST-669
ORD-128,Mocha,24-02-21,19,CUST-781
ORD-129,Espresso,24-10-03,12,CUST-029
ORD-130,Mocha,24-02-24,14,CUST-945
ORD-131,Espresso,24-09-09,2,CUST-418
ORD-132,Sandwich,24-07-07,13,CUST-048
ORD-133,Latte,24-10-11,6,CUST-706
ORD-134,Cake,24-06-06,4,CUST-404
ORD-135,Cake,24-05-31,3,CUST-608
ORD-136,Cake,24-03-11,19,CUST-054
ORD-137,Cappuccino,24-08-05,18,CUST-843
ORD-138,Espresso,24-05-23,11,CUST-692
ORD-139,Cappuccino,24-02-02,18,CUST-292
ORD-140,Espresso,24-10-21,6,CUST-862
ORD-141,Cake,24-03-27,4,CUST-336
ORD-142,Mocha,24-03-15,17,CUST-999
ORD-143,Sandwich,24-06-27,12,CUST-346
ORD-144,Latte,24-02-17,3,CUST-916
ORD-145,Espresso,24-03-18,12,CUST-436
ORD-146,Sandwich,24-10-29,16,CUST-830
ORD-147,Mocha,24-08-26,18,CUST-300
ORD-148,Coffee,24-02-24,16,CUST-257
ORD-149,Cake,24-06-01,3,CUST-207
ORD-150,Sandwich,24-10-22,4,CUST-960
ORD-151,Mocha,24-06-23,6,CUST-987
ORD-152,Cappuccino,24-03-23,7,CUST-384
ORD-153,Coffee,24-11-18,9,CUST-657
ORD-154,Mocha,24-12-27,14,CUST-761
ORD-155,Coffee,24-05-30,14,CUST-033
ORD-156,Tea,24-11-03,14,CUST-150
ORD-157,Mocha,24-02-02,11,CUST-585
ORD-158,Espresso,24-07-27,2,CUST-344
ORD-159,Cappuccino,24-06-03,4,CUST-438
ORD-160,Latte,24-02-03,17,CUST-872
ORD-161,Coffee,24-09-09,16,CUST-646
ORD-162,Sandwich,24-01-14,8,CUST-063
ORD-163,Latte,24-07-21,14,CUST-943
ORD-164,Tea,24-05-11,6,CUST-688
ORD-165,Cappuccino,24-07-07,5,CUST-724
ORD-166,Espresso,24-01-17,18,CUST-484
ORD-167,Espresso,24-02-10,6,CUST-382
ORD-168,Cappuccino,24-12-26,19,CUST-897
ORD-169,Cappuccino,24-05-18,12,CUST-452
ORD-170,Tea,24-12-22,19,CUST-493
ORD-171,Cake,24-02-24,5,CUST-252
ORD-172,Mocha,24-05-01,16,CUST-147
ORD-173,Coffee,24-06-23,15,CUST-710
ORD-174,Sandwich,24-12-08,12,CUST-891
ORD-175,Cappuccino,24-04-23,16,CUST-513
ORD-176,Tea,24-08-11,17,CUST-953
ORD-177,Mocha,24-09-18,16,CUST-268
ORD-178,Cappuccino,24-09-10,14,CUST-389
ORD-179,Coffee,24-03-01,15,CUST-792
ORD-180,Cappuccino,24-12-15,14,CUST-928
ORD-181,Espresso,24-06-10,11,CUST-725
ORD-182,Tea,24-12-19,20,CUST-205
ORD-183,Tea,24-02-07,20,CUST-002
ORD-184,Cappuccino,24-10-31,16,CUST-788
ORD-185,Mocha,24-09-12,9,CUST-204
ORD-186,Cappuccino,24-02-03,17,CUST-259
ORD-187,Tea,24-02-12,10,CUST-144
ORD-188,Latte,24-11-19,2,CUST-700
ORD-189,Cappuccino,24-05-13,17,CUST-320
ORD-190,Sandwich,24-06-20,16,CUST-316
ORD-191,Cappuccino,24-09-16,3,CUST-770
ORD-192,Coffee,24-10-01,2,CUST-107
ORD-193,Tea,24-11-14,17,CUST-103
ORD-194,Coffee,24-10-18,15,CUST-434
ORD-195,Tea,24-03-05,18,CUST-967
ORD-196,Latte,24-06-24,12,CUST-375
ORD-197,Cappuccino,24-04-12,20,CUST-009
ORD-198,Sandwich,24-06-17,15,CUST-065
ORD-199,Coffee,24-03-12,5,CUST-403
ORD-200,Cappuccino,24-08-02,3,CUST-038
ORD-201,Latte,24-11-15,13,CUST-495
ORD-202,Tea,24-03-16,4,CUST-317
ORD-203,Coffee,24-11-09,11,CUST-573
ORD-204,Tea,24-07-23,16,CUST-757
ORD-205,Tea,24-01-22,14,CUST-598
ORD-206,Cappuccino,24-06-14,19,CUST-113
ORD-207,Cake,24-03-11,6,CUST-399
ORD-208,Espresso,24-04-04,17,CUST-232
ORD-209,Sandwich,24-02-16,6,CUST-038
ORD-210,Coffee,24-07-29,8,CUST-013
ORD-211,Espresso,24-10-09,11,CUST-414
ORD-212,Tea,24-08-24,3,CUST-017
ORD-213,Cake,24-08-31,2,CUST-625
ORD-214,Cake,24-04-30,14,CUST-248
ORD-215,Latte,24-03-19,13,CUST-414
ORD-216,Latte,24-04-29,10,CUST-210
ORD-217,Cake,24-04-03,7,CUST-476
ORD-218,Mocha,24-12-14,11,CUST-495
ORD-219,Cake,24-06-03,4,CUST-046
ORD-220,Tea,24-11-14,2,CUST-154
ORD-221,Latte,24-05-12,4,CUST-754
ORD-222,Latte,24-03-15,6,CUST-913
ORD-223,Latte,24-11-16,9,CUST-964
ORD-224,Sandwich,24-07-13,17,CUST-418
ORD-225,Tea,24-09-19,16,CUST-374
ORD-226,Cappuccino,24-03-10,18,CUST-953
ORD-227,Coffee,24-08-23,12,CUST-726
ORD-228,Espresso,24-04-21,7,CUST-012
ORD-229,Coffee,24-04-09,9,CUST-955
ORD-230,Cappuccino,24-01-31,16,CUST-989
ORD-231,Tea,24-10-02,18,CUST-011
ORD-232,Cappuccino,24-12-12,2,CUST-856
ORD-233,Espresso,24-06-10,2,CUST-477
ORD-234,Espresso,24-10-14,16,CUST-532
ORD-235,Latte,24-09-12,15,CUST-776
ORD-236,Coffee,24-12-29,19,CUST-834
ORD-237,Sandwich,24-10-15,17,CUST-479
ORD-238,Latte,24-02-27,8,CUST-198
ORD-239,Espresso,24-03-05,3,CUST-076
ORD-240,Cappuccino,24-07-05,14,CUST-477
ORD-241,Coffee,24-12-04,13,CUST-909
ORD-242,Coffee,24-10-18,9,CUST-051
ORD-243,Espresso,24-11-28,19,CUST-770
ORD-244,Mocha,24-06-17,11,CUST-604
ORD-245,Cake,24-12-21,13,CUST-475
ORD-246,Cake,24-09-11,7,CUST-333
ORD-247,Sandwich,24-11-07,3,CUST-210
ORD-248,Mocha,24-06-17,4,CUST-009
ORD-249,Mocha,24-10-29,12,CUST-847
ORD-250,Tea,24-08-02,6,CUST-502
ORD-251,Espresso,24-05-15,7,CUST-316
ORD-252,Latte,24-10-17,2,CUST-372
ORD-253,Coffee,24-05-10,19,CUST-729
ORD-254,Mocha,24-01-17,9,CUST-912
ORD-255,Cappuccino,24-08-31,8,CUST-070
ORD-256,Coffee,24-03-23,12,CUST-653
ORD-257,Latte,24-05-14,20,CUST-074
ORD-258,Coffee,24-12-15,2,CUST-647
ORD-259,Coffee,24-09-11,8,CUST-777
ORD-260,Espresso,24-05-03,4,CUST-648
ORD-261,Espresso,24-01-14,6,CUST-770
ORD-262,Latte,24-10-08,10,CUST-650
ORD-263,Coffee,24-02-23,18,CUST-233
ORD-264,Coffee,24-08-12,5,CUST-271
ORD-265,Cappuccino,24-12-04,6,CUST-346
ORD-266,Coffee,24-08-25,11,CUST-062
ORD-267,Mocha,24-10-07,19,CUST-084
ORD-268,Coffee,24-10-22,7,CUST-258
ORD-269,Cappuccino,24-06-28,4,CUST-171
ORD-270,Cappuccino,24-02-22,9,CUST-787
ORD-271,Tea,24-09-06,3,CUST-747
ORD-272,Cappuccino,24-10-14,19,CUST-984
ORD-273,Cake,24-09-08,9,CUST-578
ORD-274,Espresso,24-05-08,19,CUST-408
ORD-275,Sandwich,24-06-28,10,CUST-463
ORD-276,Espresso,24-11-21,3,CUST-435
ORD-277,Latte,24-06-23,18,CUST-739
ORD-278,Mocha,24-08-23,6,CUST-967
ORD-279,Coffee,24-05-30,11,CUST-371
ORD-280,Cake,24-12-08,6,CUST-847
ORD-281,Cappuccino,24-03-11,20,CUST-423
ORD-282,Latte,24-09-01,7,CUST-432
ORD-283,Tea,24-06-15,8,CUST-449
ORD-284,Cappuccino,24-05-14,3,CUST-011
ORD-285,Cappuccino,24-03-14,13,CUST-305
ORD-286,Tea,24-02-21,16,CUST-131
ORD-287,Espresso,24-01-15,5,CUST-810
ORD-288,Cappuccino,24-07-20,16,CUST-709
ORD-289,Mocha,24-03-27,20,CUST-022
ORD-290,Latte,24-07-30,20,CUST-419
ORD-291,Sandwich,24-08-20,2,CUST-682
ORD-292,Tea,24-04-28,17,CUST-020
ORD-293,Espresso,24-06-02,19,CUST-662
ORD-294,Cappuccino,24-12-24,7,CUST-169
ORD-295,Sandwich,24-09-15,15,CUST-031
ORD-296,Mocha,24-11-30,12,CUST-1000
ORD-297,Espresso,24-02-04,18,CUST-627
ORD-298,Cappuccino,24-07-26,16,CUST-735
ORD-299,Cappuccino,24-05-01,15,CUST-485
ORD-300,Mocha,24-12-19,10,CUST-516
ORD-301,Espresso,24-07-21,14,CUST-899
ORD-302,Sandwich,24-11-02,12,CUST-550
ORD-303,Coffee,24-09-28,14,CUST-148
ORD-304,Espresso,24-09-15,20,CUST-388
ORD-305,Cappuccino,24-07-13,20,CUST-343
ORD-306,Coffee,24-02-22,18,CUST-157
ORD-307,Tea,24-05-14,14,CUST-452
ORD-308,Mocha,24-08-27,2,CUST-317
ORD-309,Sandwich,24-03-18,11,CUST-916
ORD-310,Cake,24-10-26,17,CUST-397
ORD-311,Coffee,24-03-26,9,CUST-962
ORD-312,Latte,24-12-28,2,CUST-823
ORD-313,Cappuccino,24-01-15,6,CUST-136
ORD-314,Cappuccino,24-05-17,18,CUST-161
ORD-315,Tea,24-11-21,4,CUST-771
ORD-316,Latte,24-01-04,10,CUST-652
ORD-317,Sandwich,24-06-27,3,CUST-943
ORD-318,Espresso,24-01-09,5,CUST-933
ORD-319,Coffee,24-06-11,13,CUST-242
ORD-320,Cappuccino,24-04-18,19,CUST-254
ORD-321,Coffee,24-12-01,2,CUST-137
ORD-322,Coffee,24-02-04,10,CUST-942
ORD-323,Cappuccino,24-03-10,13,CUST-003
ORD-324,Latte,24-02-25,14,CUST-200
ORD-325,Cake,24-01-07,14,CUST-682
ORD-326,Tea,24-01-21,6,CUST-102
ORD-327,Tea,24-07-15,18,CUST-498
ORD-328,Latte,24-10-31,19,CUST-630
ORD-329,Coffee,24-12-18,8,CUST-800
ORD-330,Sandwich,24-09-02,5,CUST-161
ORD-331,Tea,24-03-04,20,CUST-100
ORD-332,Sandwich,24-11-01,12,CUST-334
ORD-333,Cappuccino,24-08-07,13,CUST-562
ORD-334,Tea,24-03-04,5,CUST-914
ORD-335,Cappuccino,24-06-02,16,CUST-409
ORD-336,Latte,24-04-24,8,CUST-969
ORD-337,Espresso,24-04-20,15,CUST-624
ORD-338,Latte,24-11-28,20,CUST-737
ORD-339,Cappuccino,24-11-24,15,CUST-738
ORD-340,Latte,24-03-16,4,CUST-911
ORD-341,Latte,24-04-25,6,CUST-410
ORD-342,Cake,24-06-28,20,CUST-324
ORD-343,Cake,24-12-27,11,CUST-531
ORD-344,Espresso,24-01-22,6,CUST-669
ORD-345,Coffee,24-01-05,16,CUST-816
ORD-346,Sandwich,24-11-09,10,CUST-633
ORD-347,Espresso,24-01-02,15,CUST-309
ORD-348,Tea,24-11-17,11,CUST-712
ORD-349,Cappuccino,24-08-09,11,CUST-830
ORD-350,Mocha,24-10-12,16,CUST-018
ORD-351,Tea,24-03-19,9,CUST-017
ORD-352,Latte,24-02-04,15,CUST-474
ORD-353,Tea,24-03-11,10,CUST-472
ORD-354,Tea,24-10-21,8,CUST-941
ORD-355,Cappuccino,24-12-28,11,CUST-653
ORD-356,Mocha,24-02-05,8,CUST-666
ORD-357,Espresso,24-10-07,3,CUST-896
ORD-358,Cappuccino,24-09-06,8,CUST-804
ORD-359,Espresso,24-04-19,11,CUST-970
ORD-360,Cappuccino,24-10-30,2,CUST-722
ORD-361,Latte,24-04-23,19,CUST-608
ORD-362,Tea,24-07-30,16,CUST-625
ORD-363,Mocha,24-08-04,3,CUST-591
ORD-364,Sandwich,24-08-30,4,CUST-181
ORD-365,Cappuccino,24-01-30,19,CUST-533
ORD-366,Tea,24-01-28,7,CUST-010
ORD-367,Coffee,24-04-20,5,CUST-981
ORD-368,Cappuccino,24-08-02,19,CUST-849
ORD-369,Coffee,24-02-27,10,CUST-577
ORD-370,Coffee,24-07-24,5,CUST-443
ORD-371,Mocha,24-01-10,6,CUST-741
ORD-372,Coffee,24-04-28,20,CUST-405
ORD-373,Espresso,24-11-11,18,CUST-520
ORD-374,Cake,24-10-17,19,CUST-757
ORD-375,Espresso,24-03-28,10,CUST-983
ORD-376,Cake,24-11-22,8,CUST-719
ORD-377,Coffee,24-05-02,8,CUST-394
ORD-378,Cake,24-04-01,15,CUST-358
ORD-379,Cappuccino,24-05-11,6,CUST-153
ORD-380,Tea,24-09-15,15,CUST-889
ORD-381,Cappuccino,24-03-29,9,CUST-422
ORD-382,Sandwich,24-12-27,20,CUST-414
ORD-383,Latte,24-08-01,3,CUST-614
ORD-384,Cappuccino,24-04-26,20,CUST-127
ORD-385,Latte,24-04-02,3,CUST-283
ORD-386,Cake,24-06-25,19,CUST-219
ORD-387,Espresso,24-05-27,2,CUST-643
ORD-388,Cappuccino,24-04-24,17,CUST-049
ORD-389,Mocha,24-03-05,17,CUST-602
ORD-390,Mocha,24-12-10,16,CUST-995
ORD-391,Cappuccino,24-10-16,16,CUST-010
ORD-392,Mocha,24-05-18,14,CUST-859
ORD-393,Coffee,24-08-06,16,CUST-668
ORD-394,Cake,24-09-21,2,CUST-839
ORD-395,Mocha,24-02-24,15,CUST-752
ORD-396,Cappuccino,24-09-13,8,CUST-501
ORD-397,Sandwich,24-07-22,5,CUST-646
ORD-398,Tea,24-05-12,3,CUST-024
ORD-399,Coffee,24-11-19,9,CUST-207
ORD-400,Latte,24-01-06,8,CUST-784
ORD-401,Sandwich,24-02-14,7,CUST-966
ORD-402,Mocha,24-11-13,14,CUST-626
ORD-403,Coffee,24-12-18,20,CUST-975
ORD-404,Tea,24-02-11,2,CUST-130
ORD-405,Sandwich,24-05-05,20,CUST-630
ORD-406,Mocha,24-08-19,5,CUST-462
ORD-407,Cappuccino,24-06-21,20,CUST-483
ORD-408,Espresso,24-07-06,7,CUST-106
ORD-409,Coffee,24-11-13,7,CUST-024
ORD-410,Espresso,24-10-23,15,CUST-106
ORD-411,Espresso,24-09-22,9,CUST-665
ORD-412,Coffee,24-06-15,7,CUST-260
ORD-413,Tea,24-03-30,6,CUST-341
ORD-414,Mocha,24-07-14,18,CUST-478
ORD-415,Tea,24-08-18,11,CUST-394
ORD-416,Cake,24-03-21,15,CUST-082
ORD-417,Coffee,24-06-23,18,CUST-855
ORD-418,Coffee,24-04-14,5,CUST-948
ORD-419,Espresso,24-07-30,19,CUST-297
ORD-420,Cappuccino,24-03-21,11,CUST-226
ORD-421,Espresso,24-12-23,5,CUST-761
ORD-422,Cake,24-07-07,18,CUST-537
ORD-423,Sandwich,24-11-04,5,CUST-804
ORD-424,Tea,24-08-25,7,CUST-910
ORD-425,Coffee,24-05-07,3,CUST-379
ORD-426,Mocha,24-11-07,3,CUST-743
ORD-427,Espresso,24-11-14,12,CUST-826
ORD-428,Mocha,24-08-30,9,CUST-604
ORD-429,Mocha,24-06-24,12,CUST-724
ORD-430,Latte,24-02-22,3,CUST-595
ORD-431,Tea,24-11-19,2,CUST-887
ORD-432,Sandwich,24-04-16,9,CUST-529
ORD-433,Coffee,24-02-21,19,CUST-921
ORD-434,Latte,24-02-05,14,CUST-958
ORD-435,Cappuccino,24-08-23,5,CUST-481
ORD-436,Espresso,24-06-12,12,CUST-558
ORD-437,Espresso,24-11-28,8,CUST-394
ORD-438,Espresso,24-10-21,13,CUST-714
ORD-439,Sandwich,24-01-17,17,CUST-138
ORD-440,Cake,24-04-10,6,CUST-950
ORD-441,Latte,24-02-10,12,CUST-815
ORD-442,Cappuccino,24-04-05,9,CUST-217
ORD-443,Cappuccino,24-07-27,20,CUST-457
ORD-444,Mocha,24-10-02,14,CUST-918
ORD-445,Espresso,24-02-02,18,CUST-439
ORD-446,Cake,24-07-20,13,CUST-490
ORD-447,Tea,24-06-02,4,CUST-545
ORD-448,Cake,24-10-28,13,CUST-284
ORD-449,Coffee,24-01-12,17,CUST-430
ORD-450,Tea,24-06-14,19,CUST-699
ORD-451,Espresso,24-05-09,9,CUST-320
ORD-452,Latte,24-11-03,10,CUST-410
ORD-453,Cake,24-01-02,20,CUST-262
ORD-454,Tea,24-01-06,6,CUST-060
ORD-455,Cappuccino,24-12-10,3,CUST-669
ORD-456,Coffee,24-08-09,14,CUST-415
ORD-457,Espresso,24-06-12,20,CUST-858
ORD-458,Tea,24-03-10,20,CUST-295
ORD-459,Tea,24-03-06,4,CUST-585
ORD-460,Mocha,24-10-05,14,CUST-570
ORD-461,Coffee,24-09-10,14,CUST-931
ORD-462,Cake,24-11-11,17,CUST-680
ORD-463,Cake,24-03-28,7,CUST-486
ORD-464,Cake,24-07-12,19,CUST-827
ORD-465,Cake,24-06-08,9,CUST-992
ORD-466,Coffee,24-07-15,18,CUST-375
ORD-467,Coffee,24-11-01,2,CUST-849
ORD-468,Espresso,24-12-29,20,CUST-321
ORD-469,Cappuccino,24-11-09,11,CUST-649
ORD-470,Mocha,24-02-15,10,CUST-245
ORD-471,Cappuccino,24-05-17,13,CUST-404
ORD-472,Mocha,24-01-26,16,CUST-117
ORD-473,Mocha,24-03-05,2,CUST-861
ORD-474,Mocha,24-10-06,12,CUST-920
ORD-475,Mocha,24-01-12,8,CUST-617
ORD-476,Espresso,24-02-27,20,CUST-216
ORD-477,Mocha,24-01-31,14,CUST-951
ORD-478,Coffee,24-05-07,6,CUST-229
ORD-479,Latte,24-11-16,12,CUST-533
ORD-480,Cappuccino,24-09-18,18,CUST-403
ORD-481,Latte,24-08-04,6,CUST-335
ORD-482,Latte,24-10-15,4,CUST-018
ORD-483,Cake,24-07-01,12,CUST-478
ORD-484,Espresso,24-04-21,18,CUST-920
ORD-485,Coffee,24-06-13,14,CUST-891
ORD-486,Espresso,24-01-11,15,CUST-749
ORD-487,Cappuccino,24-08-29,6,CUST-623
ORD-488,Cake,24-08-16,12,CUST-223
ORD-489,Sandwich,24-04-24,10,CUST-912
ORD-490,Cake,24-02-06,18,CUST-370
ORD-491,Sandwich,24-11-12,10,CUST-276
ORD-492,Sandwich,24-12-26,19,CUST-012
ORD-493,Cake,24-10-02,12,CUST-200
ORD-494,Latte,24-11-01,12,CUST-581
ORD-495,Mocha,24-03-26,10,CUST-492
ORD-496,Cappuccino,24-03-14,20,CUST-088
ORD-497,Sandwich,24-05-05,4,CUST-151
ORD-498,Mocha,24-05-03,13,CUST-828
ORD-499,Cappuccino,24-11-29,20,CUST-782
ORD-500,Tea,24-11-19,20,CUST-675
ORD-501,Latte,24-10-24,16,CUST-491
ORD-502,Latte,24-12-24,20,CUST-317
ORD-503,Mocha,24-01-05,16,CUST-079
ORD-504,Mocha,24-07-22,7,CUST-107
ORD-505,Latte,24-10-21,13,CUST-909
ORD-506,Latte,24-03-17,18,CUST-365
ORD-507,Mocha,24-11-14,11,CUST-122
ORD-508,Latte,24-01-17,16,CUST-150
ORD-509,Coffee,24-03-25,14,CUST-334
ORD-510,Latte,24-06-24,16,CUST-426
ORD-511,Cappuccino,24-07-31,11,CUST-987
ORD-512,Tea,24-03-17,11,CUST-626
ORD-513,Cappuccino,24-02-16,20,CUST-377
ORD-514,Tea,24-08-26,20,CUST-009
ORD-515,Tea,24-03-25,13,CUST-354
ORD-516,Mocha,24-11-22,16,CUST-847
ORD-517,Latte,24-07-23,4,CUST-525
ORD-518,Cappuccino,24-01-23,6,CUST-811
ORD-519,Latte,24-07-16,16,CUST-648
ORD-520,Espresso,24-06-08,16,CUST-514
ORD-521,Sandwich,24-08-20,7,CUST-885
ORD-522,Tea,24-02-16,19,CUST-905
ORD-523,Latte,24-07-07,20,CUST-074
ORD-524,Tea,24-07-09,9,CUST-951
ORD-525,Tea,24-06-07,9,CUST-210
ORD-526,Espresso,24-02-09,7,CUST-799
ORD-527,Latte,24-11-26,15,CUST-672
ORD-528,Sandwich,24-01-19,19,CUST-093
ORD-529,Mocha,24-02-12,15,CUST-854
ORD-530,Coffee,24-04-07,14,CUST-436
ORD-531,Sandwich,24-09-19,20,CUST-451
ORD-532,Sandwich,24-07-09,8,CUST-932
ORD-533,Cappuccino,24-07-01,18,CUST-334
ORD-534,Mocha,24-03-31,10,CUST-536
ORD-535,Mocha,24-05-23,14,CUST-547
ORD-536,Cake,24-08-04,13,CUST-432
ORD-537,Cake,24-04-29,13,CUST-342
ORD-538,Cappuccino,24-06-29,8,CUST-766
ORD-539,Coffee,24-07-16,14,CUST-850
ORD-540,Espresso,24-11-11,8,CUST-708
ORD-541,Coffee,24-02-22,9,CUST-721
ORD-542,Espresso,24-01-13,8,CUST-767
ORD-543,Latte,24-06-03,20,CUST-551
ORD-544,Latte,24-10-09,19,CUST-551
ORD-545,Cake,24-12-28,4,CUST-686
ORD-546,Coffee,24-05-24,7,CUST-201
ORD-547,Sandwich,24-08-22,16,CUST-003
ORD-548,Tea,24-04-25,11,CUST-243
ORD-549,Sandwich,24-02-25,2,CUST-207
ORD-550,Sandwich,24-04-24,13,CUST-664
ORD-551,Cake,24-01-22,12,CUST-617
ORD-552,Latte,24-06-11,14,CUST-582
ORD-553,Mocha,24-10-05,4,CUST-467
ORD-554,Latte,24-12-12,9,CUST-691
ORD-555,Latte,24-07-19,10,CUST-630
ORD-556,Latte,24-05-21,19,CUST-302
ORD-557,Latte,24-04-10,17,CUST-003
ORD-558,Cake,24-06-21,10,CUST-111
