key,item,date,price,customer
ORD-154,Coffee,2024-01-02,11.78,CUST-975
ORD-155,Sandwich,2024-01-05,6.19,CUST-481
ORD-156,Cake,2024-01-10,5.13,CUST-465
ORD-157,Mocha,2024-01-11,9.02,CUST-023
ORD-158,Cappuccino,2024-01-22,5.4,CUST-045
ORD-159,Tea,2024-01-12,11.75,CUST-706
ORD-160,Tea,2024-01-17,12.55,CUST-029
ORD-161,Sandwich,2024-01-30,9.23,CUST-125
ORD-162,Tea,2024-01-24,12.6,CUST-198
ORD-163,Latte,2024-01-23,13.91,CUST-876
ORD-164,Espresso,2024-01-04,15.75,CUST-727
ORD-165,Coffee,2024-01-05,15.38,CUST-899
ORD-166,Espresso,2024-01-24,10.44,CUST-572
ORD-167,Cappuccino,2024-01-20,14.69,CUST-206
ORD-168,Tea,2024-01-27,16.02,CUST-823
ORD-169,Cake,2024-01-31,5.26,CUST-599
ORD-170,Latte,2024-01-12,17.19,CUST-752
ORD-171,Cappuccino,2024-01-18,3.31,CUST-927
ORD-172,Espresso,2024-01-27,18.17,CUST-367
ORD-173,Tea,2024-01-19,15.76,CUST-209
ORD-174,Coffee,2024-01-20,12.23,CUST-252
ORD-175,Sandwich,2024-01-02,6.17,CUST-127
ORD-176,Cappuccino,2024-01-07,11.63,CUST-222
ORD-177,Espresso,2024-01-11,17.59,CUST-688
ORD-178,Coffee,2024-01-08,3.32,CUST-034
ORD-179,Mocha,2024-01-13,19.93,CUST-813
ORD-180,Latte,2024-01-15,7.94,CUST-443
ORD-181,Espresso,2024-01-04,18.45,CUST-293
ORD-182,Mocha,2024-01-08,17.08,CUST-274
ORD-183,Tea,2024-01-19,18.72,CUST-333
ORD-184,Cappuccino,2024-01-23,18.35,CUST-261
ORD-185,Cake,2024-01-15,5.74,CUST-424
ORD-186,Espresso,2024-01-26,5.25,CUST-856
ORD-187,Coffee,2024-01-24,4.5,CUST-298
ORD-188,Latte,2024-01-13,10.65,CUST-720
ORD-189,Cappuccino,2024-01-08,10.62,CUST-411
ORD-190,Espresso,2024-01-28,15.1,CUST-515
ORD-191,Latte,2024-01-22,3.11,CUST-865
ORD-192,Latte,2024-01-16,6.35,CUST-352
ORD-193,Tea,2024-01-31,16.08,CUST-751
ORD-194,Cake,2024-01-12,17.25,CUST-354
ORD-195,Espresso,2024-01-23,11.04,CUST-728
ORD-196,Mocha,2024-01-03,12.66,CUST-108
ORD-197,Cake,2024-01-22,7.63,CUST-205
ORD-198,Cake,2024-01-20,13.94,CUST-270
ORD-199,Sandwich,2024-01-10,4.91,CUST-567
ORD-200,Latte,2024-01-22,15.93,CUST-394
ORD-201,Cake,2024-01-14,11.85,CUST-551
ORD-202,Latte,2024-01-29,12.44,CUST-010
ORD-203,Tea,2024-01-08,13.78,CUST-129
ORD-204,Tea,2024-01-19,12.04,CUST-501
ORD-205,Cappuccino,2024-01-22,14.26,CUST-925
ORD-206,Mocha,2024-01-30,5.96,CUST-174
ORD-207,Cake,2024-01-27,6.45,CUST-923
ORD-208,Cappuccino,2024-01-13,17.7,CUST-466
ORD-209,Mocha,2024-01-07,5.1,CUST-245
ORD-210,Mocha,2024-01-26,5.55,CUST-558
ORD-211,Cappuccino,2024-01-22,17.89,CUST-220
ORD-212,Latte,2024-01-21,12.21,CUST-809
ORD-213,Cappuccino,2024-01-26,4.71,CUST-303
ORD-214,Mocha,2024-01-20,12.68,CUST-717
ORD-215,Latte,2024-01-08,10.01,CUST-719
ORD-216,Sandwich,2024-01-29,19.93,CUST-450
ORD-217,Sandwich,2024-01-04,9.77,CUST-317
ORD-218,Sandwich,2024-01-14,8.7,CUST-071
ORD-219,Espresso,2024-01-31,5.45,CUST-778
ORD-220,Mocha,2024-01-24,4.11,CUST-304
ORD-221,Cappuccino,2024-01-31,9.58,CUST-964
ORD-222,Cappuccino,2024-01-18,3.89,CUST-747
ORD-223,Tea,2024-01-17,13.43,CUST-985
ORD-224,Coffee,2024-01-18,13.54,CUST-998
ORD-225,Sandwich,2024-01-13,6.61,CUST-581
ORD-226,Tea,2024-01-03,11.59,CUST-157
ORD-227,Cake,2024-01-25,11.62,CUST-439
ORD-228,Sandwich,2024-01-07,14.21,CUST-704
ORD-229,Latte,2024-01-20,4.34,CUST-337
ORD-230,Cake,2024-01-06,19.44,CUST-619
ORD-231,Cake,2024-01-30,16.51,CUST-320
ORD-232,Sandwich,2024-01-17,2.17,CUST-992
ORD-233,Coffee,2024-01-28,5.75,CUST-265
ORD-234,Sandwich,2024-01-18,4.43,CUST-425
ORD-235,Tea,2024-01-13,14.17,CUST-750
ORD-236,Tea,2024-01-09,2.46,CUST-642
ORD-237,Coffee,2024-01-26,7.19,CUST-362
ORD-238,Latte,2024-01-12,16.6,CUST-208
ORD-239,Latte,2024-01-24,5.48,CUST-707
ORD-240,Mocha,2024-01-06,7.85,CUST-405
ORD-241,Cappuccino,2024-01-31,14.3,CUST-781
ORD-242,Cappuccino,2024-01-22,14.54,CUST-119
ORD-243,Cake,2024-01-28,17.47,CUST-032
ORD-244,Mocha,2024-01-21,7.96,CUST-368
ORD-245,Latte,2024-01-31,10.31,CUST-917
ORD-246,Cappuccino,2024-01-05,12.77,CUST-416
ORD-247,Mocha,2024-01-30,7.47,CUST-983
ORD-248,Espresso,2024-01-06,16.74,CUST-138
ORD-249,Espresso,2024-01-09,3.52,CUST-909
ORD-250,Latte,2024-01-13,5.55,CUST-857
ORD-251,Espresso,2024-01-04,4.44,CUST-744
ORD-252,Tea,2024-01-13,19.47,CUST-350
ORD-253,Mocha,2024-01-24,6.72,CUST-316
ORD-254,Cake,2024-01-31,10.16,CUST-524
ORD-255,Sandwich,2024-01-12,5.46,CUST-620
ORD-256,Coffee,2024-01-02,10.72,CUST-462
ORD-257,Mocha,2024-01-18,13.12,CUST-212
ORD-258,Espresso,2024-01-14,15.8,CUST-141
ORD-259,Espresso,2024-01-25,18.63,CUST-108
ORD-260,Espresso,2024-01-27,17.99,CUST-092
ORD-261,Tea,2024-01-20,5.73,CUST-706
ORD-262,Espresso,2024-01-25,11.06,CUST-846
ORD-263,Sandwich,2024-01-30,13.92,CUST-311
ORD-264,Espresso,2024-01-28,11.8,CUST-713
ORD-265,Cappuccino,2024-01-24,16.22,CUST-235
ORD-266,Cappuccino,2024-01-29,10.3,CUST-827
ORD-267,Espresso,2024-01-28,12.42,CUST-581
ORD-268,Cake,2024-01-19,19.41,CUST-004
ORD-269,Cappuccino,2024-01-28,8.79,CUST-674
ORD-270,Cappuccino,2024-01-31,4.47,CUST-153
ORD-271,Cappuccino,2024-01-22,18.48,CUST-181
ORD-272,Cake,2024-01-21,16.18,CUST-231
ORD-273,Espresso,2024-01-02,2.62,CUST-662
ORD-274,Coffee,2024-01-11,5.88,CUST-962
ORD-275,Cappuccino,2024-01-16,19.66,CUST-638
ORD-276,Latte,2024-01-25,2.09,CUST-964
ORD-277,Cappuccino,2024-01-27,6.42,CUST-816
ORD-278,Latte,2024-01-09,8.46,CUST-535
ORD-279,Tea,2024-01-13,19.79,CUST-356
ORD-280,Sandwich,2024-01-08,10.38,CUST-114
ORD-281,Mocha,2024-01-27,8.89,CUST-038
ORD-282,Latte,2024-01-23,15.43,CUST-383
ORD-283,Latte,2024-01-08,11.68,CUST-497
ORD-284,Coffee,2024-01-13,13.53,CUST-021
ORD-285,Coffee,2024-01-10,8.87,CUST-882
ORD-286,Cappuccino,2024-01-14,13.54,CUST-030
ORD-287,Cappuccino,2024-01-01,5.26,CUST-047
ORD-288,Cake,2024-01-09,8.92,CUST-226
ORD-289,Latte,2024-01-18,4.93,CUST-702
ORD-290,Sandwich,2024-01-09,2.68,CUST-396
ORD-291,Mocha,2024-01-29,6.0,CUST-514
ORD-292,Espresso,2024-01-17,16.57,CUST-866
ORD-293,Mocha,2024-01-03,3.74,CUST-492
ORD-294,Tea,2024-01-26,15.77,CUST-458
ORD-295,Tea,2024-01-13,10.96,CUST-522
ORD-296,Espresso,2024-01-13,13.34,CUST-566
ORD-297,Mocha,2024-01-15,18.48,CUST-799
ORD-298,Mocha,2024-01-05,15.16,CUST-558
ORD-299,Tea,2024-01-09,9.5,CUST-949
ORD-300,Tea,2024-01-14,3.81,CUST-421
ORD-301,Cappuccino,2024-01-25,3.28,CUST-442
ORD-302,Cappuccino,2024-01-20,2.67,CUST-116
ORD-303,Mocha,2024-01-13,6.25,CUST-963
ORD-304,Espresso,2024-01-12,19.19,CUST-229
ORD-305,Espresso,2024-01-07,7.54,CUST-375
ORD-306,Tea,2024-01-01,18.5,CUST-897
ORD-307,Cake,2024-01-04,11.81,CUST-975
ORD-308,Coffee,2024-01-27,2.52,CUST-153
ORD-309,Mocha,2024-01-12,2.67,CUST-081
ORD-310,Espresso,2024-01-23,17.8,CUST-557
ORD-311,Tea,2024-01-01,4.86,CUST-925
ORD-312,Coffee,2024-01-19,16.97,CUST-004
ORD-313,Cappuccino,2024-01-16,4.82,CUST-134
ORD-314,Cake,2024-01-01,15.29,CUST-343
ORD-315,Cake,2024-01-10,4.8,CUST-726
ORD-316,Cake,2024-01-12,4.26,CUST-008
ORD-317,Cake,2024-01-13,11.3,CUST-738
ORD-318,Cake,2024-01-16,5.86,CUST-275
ORD-319,Sandwich,2024-01-22,6.53,CUST-479
ORD-320,Mocha,2024-01-10,6.1,CUST-246
ORD-321,Mocha,2024-01-26,8.48,CUST-574
ORD-322,Sandwich,2024-01-12,13.08,CUST-871
ORD-323,Cappuccino,2024-01-26,16.26,CUST-831
ORD-324,Sandwich,2024-01-01,4.07,CUST-932
ORD-325,Cake,2024-01-13,7.7,CUST-191
ORD-326,Tea,2024-01-21,3.22,CUST-698
ORD-327,Mocha,2024-01-05,12.9,CUST-873
ORD-328,Sandwich,2024-01-20,12.37,CUST-627
ORD-329,Cappuccino,2024-01-03,14.7,CUST-431
ORD-330,Cappuccino,2024-01-11,4.62,CUST-610
ORD-331,Mocha,2024-01-18,4.55,CUST-535
ORD-332,Coffee,2024-01-15,13.02,CUST-402
ORD-333,Espresso,2024-01-10,19.57,CUST-769
ORD-334,Cappuccino,2024-01-23,4.59,CUST-895
ORD-335,Mocha,2024-01-10,8.17,CUST-765
ORD-336,Cappuccino,2024-01-10,2.03,CUST-607
ORD-337,Cappuccino,2024-01-29,12.46,CUST-575
ORD-338,Espresso,2024-01-28,15.12,CUST-007
ORD-339,Tea,2024-01-09,12.84,CUST-975
ORD-340,Mocha,2024-01-08,17.9,CUST-067
ORD-341,Espresso,2024-01-26,18.41,CUST-829
ORD-342,Coffee,2024-01-13,16.28,CUST-181
ORD-343,Coffee,2024-01-22,18.84,CUST-196
ORD-344,Cake,2024-01-05,13.21,CUST-057
ORD-345,Mocha,2024-01-28,4.33,CUST-104
ORD-346,Coffee,2024-01-03,19.59,CUST-874
ORD-347,Cappuccino,2024-01-02,11.7,CUST-280
ORD-348,Tea,2024-01-02,19.24,CUST-432
ORD-349,Latte,2024-01-07,8.32,CUST-130
ORD-350,Espresso,2024-01-10,19.61,CUST-178
ORD-351,Coffee,2024-01-13,18.52,CUST-094
ORD-352,Tea,2024-01-26,2.31,CUST-349
ORD-353,Mocha,2024-01-04,10.74,CUST-003
ORD-354,Sandwich,2024-01-17,19.72,CUST-978
ORD-355,Tea,2024-01-22,8.27,CUST-215
ORD-356,Cake,2024-01-22,18.22,CUST-524
ORD-357,Tea,2024-01-11,11.12,CUST-766
ORD-358,Coffee,2024-01-30,3.74,CUST-497
ORD-359,Tea,2024-01-25,12.4,CUST-995
ORD-360,Cake,2024-01-31,17.56,CUST-635
ORD-361,Cappuccino,2024-01-23,12.06,CUST-662
ORD-362,Espresso,2024-01-06,17.58,CUST-495
ORD-363,Cappuccino,2024-01-25,5.01,CUST-106
ORD-364,Cake,2024-01-27,9.32,CUST-724
ORD-365,Mocha,2024-01-01,16.43,CUST-827
ORD-366,Coffee,2024-01-14,6.44,CUST-299
ORD-367,Latte,2024-01-21,17.17,CUST-464
ORD-368,Mocha,2024-01-23,16.68,CUST-019
ORD-369,Cake,2024-01-29,12.51,CUST-976
ORD-370,Cake,2024-01-08,13.08,CUST-616
ORD-371,Tea,2024-01-27,18.15,CUST-553
ORD-372,Coffee,2024-01-17,3.09,CUST-171
ORD-373,Tea,2024-01-03,17.52,CUST-757
ORD-374,Latte,2024-01-19,13.45,CUST-376
ORD-375,Sandwich,2024-01-13,12.93,CUST-575
ORD-376,Sandwich,2024-01-29,11.05,CUST-229
ORD-377,Mocha,2024-01-08,10.27,CUST-213
ORD-378,Coffee,2024-01-30,17.57,CUST-564
ORD-379,Cappuccino,2024-01-31,5.4,CUST-051
ORD-380,Cappuccino,2024-01-29,14.27,CUST-483
ORD-381,Cake,2024-01-16,17.33,CUST-290
ORD-382,Espresso,2024-01-16,13.36,CUST-144
ORD-383,Cake,2024-01-03,5.93,CUST-773
ORD-384,Cappuccino,2024-01-27,6.77,CUST-354
ORD-385,Sandwich,2024-01-25,11.81,CUST-271
ORD-386,Espresso,2024-01-26,14.47,CUST-706
ORD-387,Sandwich,2024-01-24,18.25,CUST-252
ORD-388,Latte,2024-01-28,3.32,CUST-457
ORD-389,Latte,2024-01-11,4.07,CUST-391
ORD-390,Mocha,2024-01-14,13.65,CUST-075
ORD-391,Mocha,2024-01-20,4.71,CUST-142
ORD-392,Mocha,2024-01-21,11.28,CUST-829
ORD-393,Espresso,2024-01-31,8.48,CUST-978
ORD-394,Latte,2024-01-12,19.33,CUST-407
ORD-395,Espresso,2024-01-18,10.55,CUST-741
ORD-396,Mocha,2024-01-10,4.52,CUST-587
ORD-397,Coffee,2024-01-31,17.72,CUST-159
ORD-398,Latte,2024-01-21,8.8,CUST-526
ORD-399,Cappuccino,2024-01-19,19.72,CUST-925
ORD-400,Mocha,2024-01-06,19.47,CUST-929
ORD-401,Latte,2024-01-25,9.02,CUST-842
ORD-402,Tea,2024-01-23,4.17,CUST-839
ORD-403,Sandwich,2024-01-19,3.01,CUST-362
ORD-404,Tea,2024-01-25,19.88,CUST-456
ORD-405,Tea,2024-01-24,13.8,CUST-438
ORD-406,Cake,2024-01-21,14.38,CUST-147
ORD-407,Cake,2024-01-14,6.93,CUST-440
ORD-408,Sandwich,2024-01-02,6.12,CUST-519
ORD-409,Espresso,2024-01-07,18.81,CUST-697
ORD-410,Tea,2024-01-12,12.62,CUST-938
ORD-411,Cappuccino,2024-01-02,10.62,CUST-795
ORD-412,Mocha,2024-01-01,11.67,CUST-742
ORD-413,Cake,2024-01-04,5.71,CUST-534
ORD-414,Latte,2024-01-30,5.65,CUST-033
ORD-415,Espresso,2024-01-10,6.32,CUST-589
ORD-416,Coffee,2024-01-20,19.1,CUST-569
ORD-417,Sandwich,2024-01-09,13.5,CUST-047
ORD-418,Mocha,2024-01-22,5.21,CUST-691
ORD-419,Espresso,2024-01-11,6.17,CUST-081
ORD-420,Sandwich,2024-01-03,6.23,CUST-310
ORD-421,Sandwich,2024-01-02,10.4,CUST-200
ORD-422,Mocha,2024-01-11,16.04,CUST-627
ORD-423,Coffee,2024-01-30,16.06,CUST-584
ORD-424,Mocha,2024-01-03,13.21,CUST-148
ORD-425,Cappuccino,2024-01-26,14.11,CUST-253
ORD-426,Sandwich,2024-01-23,13.59,CUST-664
ORD-427,Latte,2024-01-15,7.43,CUST-502
ORD-428,Coffee,2024-01-28,13.13,CUST-392
ORD-429,Mocha,2024-01-31,12.88,CUST-276
ORD-430,Mocha,2024-01-26,16.86,CUST-318
ORD-431,Cake,2024-01-22,13.46,CUST-356
ORD-432,Sandwich,2024-01-20,11.68,CUST-971
ORD-433,Cappuccino,2024-01-25,17.27,CUST-759
ORD-434,Tea,2024-01-15,9.89,CUST-623
ORD-435,Mocha,2024-01-23,2.54,CUST-841
ORD-436,Cappuccino,2024-01-03,15.55,CUST-747
ORD-437,Latte,2024-01-13,16.58,CUST-918
ORD-438,Mocha,2024-01-27,13.93,CUST-154
ORD-439,Cappuccino,2024-01-09,14.2,CUST-651
ORD-440,Tea,2024-01-27,6.73,CUST-906
ORD-441,Cappuccino,2024-01-11,19.47,CUST-473
ORD-442,Tea,2024-01-29,6.76,CUST-204
ORD-443,Latte,2024-01-17,4.37,CUST-383
ORD-444,Espresso,2024-01-20,19.75,CUST-129
ORD-445,Latte,2024-01-05,16.44,CUST-814
ORD-446,Tea,2024-01-15,12.7,CUST-623
ORD-447,Cake,2024-01-15,10.37,CUST-758
ORD-448,Espresso,2024-01-30,14.28,CUST-084
ORD-449,Coffee,2024-01-22,6.35,CUST-713
ORD-450,Latte,2024-01-18,8.46,CUST-283
ORD-451,Cake,2024-01-04,14.91,CUST-648
ORD-452,Tea,2024-01-06,17.9,CUST-663
ORD-453,Espresso,2024-01-21,3.4,CUST-849
ORD-454,Coffee,2024-01-02,16.42,CUST-085
ORD-455,Latte,2024-01-01,6.28,CUST-970
ORD-456,Coffee,2024-01-26,16.69,CUST-148
ORD-457,Cappuccino,2024-01-03,10.52,CUST-083
ORD-458,Espresso,2024-01-04,16.35,CUST-345
ORD-459,Sandwich,2024-01-31,12.68,CUST-752
ORD-460,Cappuccino,2024-01-27,18.45,CUST-988
ORD-461,Espresso,2024-01-18,2.41,CUST-465
ORD-462,Tea,2024-01-23,9.74,CUST-073
ORD-463,Sandwich,2024-01-25,16.12,CUST-748
ORD-464,Espresso,2024-01-21,7.57,CUST-706
ORD-465,Mocha,2024-01-14,17.05,CUST-491
ORD-466,Sandwich,2024-01-06,7.85,CUST-948
ORD-467,Latte,2024-01-28,3.68,CUST-745
ORD-468,Tea,2024-01-25,13.52,CUST-631
ORD-469,Coffee,2024-01-05,5.16,CUST-139
ORD-470,Coffee,2024-01-23,11.85,CUST-002
ORD-471,Espresso,2024-01-05,13.54,CUST-225
ORD-472,Cake,2024-01-11,3.04,CUST-316
ORD-473,Tea,2024-01-26,10.83,CUST-615
ORD-474,Espresso,2024-01-22,2.21,CUST-388
ORD-475,Latte,2024-01-29,12.07,CUST-474
ORD-476,Cake,2024-01-04,5.04,CUST-031
ORD-477,Sandwich,2024-01-11,8.48,CUST-930
ORD-478,Cappuccino,2024-01-22,5.44,CUST-372
ORD-479,Coffee,2024-01-27,17.16,CUST-020
ORD-480,Coffee,2024-01-20,3.41,CUST-640
ORD-481,Mocha,2024-01-20,16.47,CUST-430
ORD-482,Cappuccino,2024-01-12,9.81,CUST-271
ORD-483,Cappuccino,2024-01-23,6.01,CUST-132
ORD-484,Sandwich,2024-01-20,19.24,CUST-147
ORD-485,Cappuccino,2024-01-07,18.35,CUST-618
ORD-486,Latte,2024-01-03,15.74,CUST-806
ORD-487,Mocha,2024-01-08,12.55,CUST-299
ORD-488,Cappuccino,2024-01-18,19.88,CUST-073
ORD-489,Tea,2024-01-10,14.09,CUST-403
ORD-490,Cappuccino,2024-01-23,12.12,CUST-161
ORD-491,Cake,2024-01-06,5.61,CUST-215
ORD-492,Cappuccino,2024-01-08,6.64,CUST-204
ORD-493,Espresso,2024-01-22,11.68,CUST-256
ORD-494,Cappuccino,2024-01-17,13.04,CUST-218
ORD-495,Cake,2024-01-20,11.97,CUST-040
ORD-496,Latte,2024-01-16,13.11,CUST-041
ORD-497,Mocha,2024-01-06,8.66,CUST-258
ORD-498,Tea,2024-01-15,15.36,CUST-630
